"AIRO_ID","Roll_No","Off_Name","Add_1","Add_2","Add_3","Add_4","County","Ethos","Island","DEIS","Gaeltacht","M_13_14","F_13_14","T_13_14","xcoord","ycoord","Long","Lat"
1786,"18780F","S N NAOMH COLMCILLE","ERRILL","PORTLAOISE","CO LAOIS","","Laois","CATHOLIC","N","N","N",30,30,60,222028,177887,-7.67298,52.8515
1787,"18828H","ST. PAULS PRIMARY SCHOOL","BORRIS ROAD","PORTLAOISE","CO LAOIS","","Laois","CATHOLIC","N","N","N",385,36,421,247565,198876,-7.29082,53.0385
1788,"19286C","S N MHUIRE","PRESENTATION CONVENT","PORTLAOISE","CO LAOIS","","Laois","CATHOLIC","N","N","N",123,308,431,247172,198464,-7.29674,53.0348
1789,"19369G","ST PAULS N S","ST PAULS RECTORY","MOUNTMELLICK","CO LAOIS","","Laois","CHURCH OF IRELAND","N","N","N",14,10,24,245150,207419,-7.32563,53.1155
1790,"19747M","SCOIL BHRIDE NS","PORTLAOISE","CO LAOIS","","","Laois","CATHOLIC","N","Y","N",373,383,756,246071,198704,-7.31312,53.0371
1791,"19750B","SCOIL MHUIRE","ABBEYLEIX","CO LAOIS","","","Laois","CATHOLIC","N","N","N",184,163,347,244260,185480,-7.34192,52.9184
1792,"19791P","Scoil Tíghearnach Naofa","Cullohill","Rathdowney","Co Laois","","Laois","CATHOLIC","N","N","N",60,56,116,235270,174539,-7.47677,52.8207
1793,"20065Q","OUR LADYS MEADOW NATIONAL SCHOO","DURROW","CO LAOIS","","","Laois","CATHOLIC","N","N","N",102,91,193,240616,177298,-7.39712,52.8451
1794,"20071L","SCOIL BHRIDE","RATHDOWNEY","CO LAOIS","","","Laois","CATHOLIC","N","N","N",108,91,199,227922,178242,-7.58546,52.8544
1795,"20081O","GAELSCOIL PHORT LAOISE","Bóthar Maighéan Rátha","Portlaoise","Co. Laoise","","Laois","CATHOLIC","N","N","N",117,132,249,246138,198399,-7.31216,53.0343
1796,"20118L","SCOIL BHRIDE","CLUAIN NA SLI","MOINTEACH MILIC","CO LAOIS","","Laois","CATHOLIC","N","N","N",73,51,124,231786,211130,-7.52486,53.1498
1797,"20169F","CASTLETOWN N.S","PORTLAOISE","CO LAOIS","","","Laois","CATHOLIC","N","N","N",73,73,146,234184,191810,-7.49106,52.976
1798,"20224K","GAELSCOIL AN TSLI DALA","BOIRIS MOR OSSARI","CONTAE LAOISE","","","Laois","INTER DENOMINATIONAL","N","N","N",15,22,37,220616,189919,-7.69318,52.9597
1799,"20347D","Portlaoise Educate Together NS","Summerhill/Downs","Stradbally Road","Portlaoise","Co Laois","Laois","MULTI DENOMINATIONAL","N","N","N",147,119,266,246937,198529,-7.30023,53.0354
1800,"20353V","St Coleman's National School","Stradbally","Laois","","Co Laois","Laois","CATHOLIC","N","N","N",141,131,272,257460,196244,-7.14377,53.0139
1801,"01125B","LEITRIM MXD N S","CARRICK ON SHANNON","CO LEITRIM","","","Leitrim","CATHOLIC","N","N","N",128,90,218,195657,304820,-8.06622,53.9926
1802,"08390J","MASTERSONS N S","MANORHAMILTON","CO LEITRIM","","","Leitrim","CHURCH OF IRELAND","N","N","N",11,3,14,188811,339595,-8.1719,54.3049
1803,"08673V","THE HUNT N S","CASTLE STREET","MOHILL","CO. LEITRIM","","Leitrim","CHURCH OF IRELAND","N","N","N",16,22,38,208908,297021,-7.8644,53.9224
1804,"09353I","NEWTOWNGORE N S 1","CARRICK ON SHANNON","CO LEITRIM","","","Leitrim","CHURCH OF IRELAND","N","N","N",14,14,28,220938,309769,-7.68039,54.0366
1805,"13614J","S N BRID NAOFA","BEAL AN ATHA MOIR","CARRICK ON SHANNON","CO LEITRIM","","Leitrim","CATHOLIC","N","N","N",22,71,93,212695,311461,-7.80615,54.0521
1806,"13656C","ANNADUFF MXD N S","AGHAMORE","CARRICK ON SHANNON","CO LEITRIM","","Leitrim","CATHOLIC","N","N","N",69,83,152,203062,294750,-7.95341,53.9021
1807,"13908D","BALLAGHAMEEHAN N S","ROSSINVER","SLIGO","","","Leitrim","CATHOLIC","N","N","N",8,7,15,192958,348121,-8.10839,54.3816
1808,"14339S","AUGHAVAS NS","CARAIGALLEN","CO LEITRIM","","","Leitrim","CATHOLIC","N","Y","N",30,34,64,218544,300598,-7.71749,53.9543
1809,"14898I","DRUMEELA N S","CARRIGALLEN PO","CO LEITRIM","VIA CAVAN","","Leitrim","CATHOLIC","N","Y","N",16,13,29,223114,307291,-7.64737,54.0143
1810,"15116D","ARDVARNEY MXD N S","DROMAHAIR","CO LEITRIM","","","Leitrim","CATHOLIC","N","Y","N",24,16,40,184511,330277,-8.23748,54.2211
1811,"15194A","NAOMH CAILLIN","FIODHNACH FOXFIELD","CARRICK ON SHANNON","CO LEITRIM","","Leitrim","CATHOLIC","N","N","N",66,55,121,210862,307742,-7.83427,54.0187
1812,"15382B","DRUMLEASE N S","DROMAHAIR","CO LEITRIM","","","Leitrim","CATHOLIC","N","N","N",67,60,127,180854,331164,-8.29361,54.2289
1813,"15960P","GORTLETTERAGH CENTRAL","FORNOCHT","CARA DROMA RUISC","CO LEITRIM","","Leitrim","CATHOLIC","N","N","N",39,37,76,212105,292162,-7.81592,53.8787
1814,"16130C","ST JOSEPHS N S","KILLENUMERY","DROMAHAIR","CO LEITRIM","","Leitrim","CATHOLIC","N","N","N",37,29,66,180084,327295,-8.30516,54.1941
1815,"16474L","CARRIGALLEN N S","CARRIGALLEN","CO LEITRIM","","","Leitrim","CATHOLIC","N","Y","N",76,50,126,223224,302798,-7.64603,53.9739
1816,"16932P","AUGHAWILLAN NS","GARADICE","CO LEITRIM","","","Leitrim","CATHOLIC","N","N","N",15,15,30,217210,314005,-7.73706,54.0748
1817,"16951T","S N NA CRAOIBHELEITHE","DRUMKEERAN","CO LEITRIM","","","Leitrim","CATHOLIC","N","Y","N",6,8,14,189391,328779,-8.16261,54.2077
1818,"17125O","DIFFEREEN N S","MANORHAMILTON","CO LEITRIM","","","Leitrim","CATHOLIC","N","Y","N",20,16,36,179204,341704,-8.31964,54.3236
1819,"17206O","GLEBE N S","LARGY N S","KINLOUGH","CO LEITRIM","","Leitrim","CATHOLIC","N","N","N",18,14,32,183925,344174,-8.24722,54.3459
1820,"17233R","MANORHAMILTON B N S","SCOIL SAN CLAR","MANORHAMILTON","LEITRIM","","Leitrim","CATHOLIC","N","N","N",112,115,227,188987,339313,-8.16919,54.3024
1821,"18139H","S N NAOMH PADRAIG","TEARMON SPENCER HARBOUR","CARRICK-ON-SHANNON","CO LEITRIM","","Leitrim","CATHOLIC","N","Y","N",10,20,30,194035,319867,-8.09125,54.1277
1822,"18181G","St. Hugh's N.S.","DOWRA","(via Carrick-on-Shannon)","Co. Leitrim","","Leitrim","CATHOLIC","N","N","N",28,18,46,199439,326325,-8.00859,54.1858
1823,"18329M","S N NAOMH MHUIRE","LECKANN","CO LEITRIM","","","Leitrim","CATHOLIC","N","N","N",21,17,38,180985,336314,-8.29193,54.2752
1824,"18492A","S N NAOMH BRIGHID","COILL NA GCROS","CARRICK ON SHANNON","CO LEITRIM","","Leitrim","CATHOLIC","N","N","N",38,28,66,202972,304090,-7.95469,53.986
1825,"18589P","S N MHIC DIARMADA","COILLTE CLOCHAIR","CO LEITRIM","","","Leitrim","CATHOLIC","N","N","N",10,11,21,197699,345228,-8.03539,54.3556
1826,"18656E","SN BEAL AN ATHA MHOIR","SCOIL NAOMH PADRAIG","BEAL AN ATHA MHOIR","CO LEITRIM","","Leitrim","CATHOLIC","N","N","N",58,0,58,212580,311474,-7.8079,54.0522
1827,"18741S","FAITIMA N S","CLUANA","CARRICK ON SHANNON","CO LEITRIM","","Leitrim","CATHOLIC","N","Y","N",28,28,56,214094,299550,-7.78533,53.945
1828,"19255O","ST MICHAELS NS","GLENFARNE","CO LEITRIM","","","Leitrim","CATHOLIC","N","N","N",30,39,69,195639,338840,-8.06699,54.2982
1829,"19360L","DRUMKEERIN CENTRAL NS","DRUMKEERIN CENTRAL SCH","DRUMKEERIN","CO LEITRIM","","Leitrim","CATHOLIC","N","N","N",43,29,72,190883,324044,-8.1396,54.1652
1830,"19365V","ACHADH NA SILEANN","ACHADH NA SILEANN","CORA DROMA RUISC","CO LIATROMA","","Leitrim","CATHOLIC","N","Y","N",35,32,67,208931,313221,-7.86357,54.068
1831,"19423J","ST  PATRICKS NS","DRUMSHAMBO","CO LEITRIM","","","Leitrim","CATHOLIC","N","N","N",107,120,227,197789,310890,-8.03376,54.0471
1832,"19519W","ST BRIDS","DRUMCONG CENTRAL SCHOOL","DRUMCONG","CO LEITRIM","","Leitrim","CATHOLIC","N","N","N",80,83,163,201759,308896,-7.97316,54.0292
1833,"19554B","SCOIL MHUIRE","BORNACOOLA","CARRICK ON SHANNON","CO LEITRIM","","Leitrim","CATHOLIC","N","N","N",36,38,74,208013,290107,-7.8782,53.8603
1834,"19600F","S N NAOMH MHUIRE","DRUMLEA","CARRIGALLEN","VIA CAVAN","CO LEITRIM","Leitrim","CATHOLIC","N","N","N",19,17,36,217831,307708,-7.72794,54.0182
1835,"20079E","FOUR MASTERS NS","KINLOUGH","CO LEITRIM","","","Leitrim","CATHOLIC","N","N","N",140,125,265,181302,355312,-8.28825,54.4459
1836,"20203C","MOHILL N S","MOHILL","CO LEITRIM","","","Leitrim","CATHOLIC","N","Y","N",96,88,184,208524,296825,-7.87025,53.9207
1837,"20212D","GAELSCOIL LIATROMA","C L G MAOMH MHUIRE","ATTYFINLAY","CORA DROMA RÚISC","CO LIATROMA","Leitrim","CATHOLIC","N","N","N",120,85,205,195192,299810,-8.07324,53.9475
1838,"20260O","Gaelscoil Chluainín","Sráid an Chaisleáin","Cluainín Uí Ruairc","Co. Liatroma","","Leitrim","CATHOLIC","N","N","N",44,48,92,188346,339716,-8.17905,54.306
1839,"20432R","Scoil Mhuire","Carrick-on-Shannon","Co Leitrim","","","Leitrim","CATHOLIC","N","N","N",140,173,313,194189.92,299623.57,-8.0885,53.9459
1840,"06936R","ST JOHNS CONVENT","CATHEDRAL PLACE","LIMERICK CITY","","","Limerick","CATHOLIC","N","Y","N",70,222,292,158340,156884,-8.61578,52.6616
1841,"12834S","ST MICHAELS","11 BARRINGTON ST","LIMERICK","","","Limerick","CHURCH OF IRELAND","N","N","N",77,60,137,157436,156408,-8.62908,52.6573
1842,"15320C","ST MICHAELS NS","CBS GROUNDS","SEXTON STREET","LIMERICK","","Limerick","CATHOLIC","N","Y","N",47,10,57,157907,156565,-8.62214,52.6587
1843,"16443A","SCOIL PADRAIG NAOFA B","DUBLIN ROAD","LIMERICK","","","Limerick","CATHOLIC","N","N","N",221,0,221,159013,157105,-8.60586,52.6636
1844,"16444C","SCOIL PADRAIG NAOFA C","DUBLIN ROAD","LIMERICK","","","Limerick","CATHOLIC","N","N","N",0,219,219,158966,157214,-8.60657,52.6646
1845,"16715H","ST JOHN THE BAPTIST BOYS N S","DOWNEY STREET","PENNYWELL","LIMERICK","","Limerick","CATHOLIC","N","Y","N",39,0,39,158464,157035,-8.61397,52.663
1846,"16910F","SCOIL IOSAGAIN","SRAID SEASNAIN","LIMERICK","","","Limerick","CATHOLIC","N","Y","N",188,0,188,157940,156545,-8.62165,52.6585
1847,"17445J","SCOIL LILE NAOFA","KILEELY","LIMERICK","","","Limerick","CATHOLIC","N","Y","N",31,20,51,157124,158298,-8.63394,52.6742
1848,"17671S","MARIA AUXILIATRIX N S","FERNBANK","LIMERICK","","","Limerick","CATHOLIC","N","N","N",0,183,183,156782,157236,-8.63885,52.6647
1849,"17737W","OUR LADY QUEEN OF PEACE SCHOOL","JANESBORO","LIMERICK","","","Limerick","CATHOLIC","N","Y","N",135,136,271,157950,155445,-8.62136,52.6487
1850,"17941V","ST MUNCHINS G N S","BALLYNANTY","LIMERICK","","","Limerick","CATHOLIC","N","Y","N",36,141,177,156633,158637,-8.64124,52.6772
1851,"17942A","SCOIL MHAINCHIN BUACH","BOTHAR SIOLBROIN","LIMERICK","","","Limerick","CATHOLIC","N","Y","N",56,0,56,156849,158042,-8.63797,52.6719
1852,"18677M","SCOIL MATHAIR DE","CUAR BOTHAR THEAS","LUIMNEACH","","","Limerick","CATHOLIC","N","N","N",132,115,247,156843,155838,-8.63777,52.6521
1853,"18872K","SCOIL IDE","CORBALLY","LIMERICK","","","Limerick","CATHOLIC","N","N","N",404,366,770,158475,158674,-8.61401,52.6777
1854,"18991S","J F K MEMORIAL SCHOOL","ENNIS RD","LIMERICK","","","Limerick","CATHOLIC","N","N","N",239,0,239,156444,157372,-8.64387,52.6658
1855,"19204U","CROI RO NAOFA IOSA","FERNBANK","LIMERICK","","","Limerick","CATHOLIC","N","N","N",134,130,264,156778,157183,-8.63891,52.6642
1856,"19331E","SCOIL CHRIOST RI B","CAHERDAVIN","LIMERICK City","","","Limerick","CATHOLIC","N","N","N",280,0,280,155588,158306,-8.65665,52.6742
1857,"19332G","S N MUIRE NA HEIREANN","CAHERDAVIN","LIMERICK City","","","Limerick","CATHOLIC","N","N","N",0,286,286,155478,158312,-8.65827,52.6742
1858,"19372S","SOUTH HILL N S","SOUTH HILL","LIMERICK","","","Limerick","CATHOLIC","N","Y","N",32,20,52,158865,155166,-8.60781,52.6462
1859,"19475F","ST BRIGIDS NS","SINGLAND","LIMERICK","","","Limerick","CATHOLIC","N","N","N",242,221,463,159555,156259,-8.59775,52.6561
1860,"19667O","OUR LADY OF LOURDES N S","ROSBRIEN","LIMERICK","","","Limerick","CATHOLIC","N","Y","N",85,63,148,157336,155255,-8.63041,52.6469
1861,"19830W","CORPUS CHRISTI N S","MOYROSS","LIMERICK","","","Limerick","CATHOLIC","N","Y","N",106,96,202,156443,159082,-8.64411,52.6812
1862,"19894C","AN MHODH SCOIL","ASCAIL UI CHONAILL","LUIMNEACH","","","Limerick","CATHOLIC","N","N","N",302,301,603,157156,156144,-8.63318,52.6549
1863,"19931F","GAELSCOIL SHEOIRSE","CLANCY","AN CNOC THEAS","LUIMNEACH","","Limerick","CATHOLIC","N","Y","N",44,52,96,158531,155003,-8.61272,52.6447
1864,"19934L","LIMERICK SCHOOL PROJECT","O'CONNELL AVENUE","LIMERICK","","","Limerick","MULTI DENOMINATIONAL","N","N","N",115,108,223,157168,156372,-8.63304,52.6569
1865,"19956V","GAELSCOIL SAIRSEAL","SRAID AN DROICHID","LUIMNEACH","","","Limerick","CATHOLIC","N","N","N",106,137,243,157898,157514,-8.62239,52.6672
1866,"20018H","Presentation Primary School","SEXTON STREET","LIMERICK","","","Limerick","CATHOLIC","N","Y","N",48,187,235,157940,156595,-8.62166,52.659
1867,"20181S","GAELSCOIL AN RAITHIN","DOORADOYLE ROAD","LIMERICK CITY","","","Limerick","CATHOLIC","N","N","N",119,146,265,156313,153864,-8.64534,52.6343
1868,"20184B","GALVONE NS","KENNEDY PARK","LIMERICK CITY","","","Limerick","CATHOLIC","N","Y","N",59,77,136,158504,155635,-8.6132,52.6504
1869,"20405O","St Mary's National School","Island Road","Limerick","","","Limerick","CATHOLIC","N","Y","N",48,50,98,157997.13,157767.54,-8.62096,52.6695
1870,"02007A","CROAGH NATIONAL SCHOOL","RATHKEALE","CO LIMERICK","","","Limerick","CATHOLIC","N","N","N",38,38,76,140784,142873,-8.87274,52.5341
1871,"02358G","TEMPLEGLANTINE N S","TEMPLEGLANTINE","CO LIMERICK","","","Limerick","CATHOLIC","N","N","N",39,50,89,119741,127640,-9.17916,52.3945
1872,"02813E","S N SHEANAIN","FOYNES","CO LIMERICK","","","Limerick","CATHOLIC","N","N","N",62,66,128,125180,151360,-9.10459,52.6084
1873,"04466T","BALLYMARTIN N S","CROOM","KILMALLOCK","CO LIMERICK","","Limerick","CATHOLIC","N","N","N",42,50,92,155677,142435,-8.6532,52.5316
1874,"04469C","S N FIODHNACH","KILLMALLOCK","CO LIMERICK","","","Limerick","CATHOLIC","N","N","N",43,37,80,140551,126502,-8.87326,52.3869
1875,"06516S","KILDIMO NATIONAL SCHOOL","KILDIMO","CO LIMERICK","","","Limerick","CATHOLIC","N","N","N",77,98,175,145083,152484,-8.81098,52.6209
1876,"06539H","KNOCKEA NATIONAL SCHOOL","BALLYNEETY","CO LIMERICK","","","Limerick","CATHOLIC","N","N","N",109,97,206,161277,150650,-8.57164,52.6058
1877,"07117J","S N LOCH GUIR","HOLY CROSS","KILLMALLOCK","CO LIMERICK","","Limerick","CATHOLIC","N","N","N",15,24,39,165578,139394,-8.50698,52.5049
1878,"07222G","BANOGUE NATIONAL SCHOOL","CROOM","CO LIMERICK","","","Limerick","CATHOLIC","N","N","N",33,21,54,151950,136789,-8.70731,52.4805
1879,"07317R","GLENGURT N S","TOORNAFULLA","CO LIMERICK","","","Limerick","CATHOLIC","N","N","N",31,43,74,120789,124047,-9.16291,52.3624
1880,"07857D","S N AILBHE","KILLINURE","LIMERICK","","","Limerick","CATHOLIC","N","N","N",93,63,156,170452,151440,-8.43627,52.6135
1881,"07900B","BALLYSTEEN N S","ASKEATON","CO LIMERICK","","","Limerick","CATHOLIC","N","N","N",15,13,28,135623,155446,-8.95124,52.6465
1882,"08342V","BOHERMORE N S","BALLYSIMON","CO LIMERICK","","","Limerick","CATHOLIC","N","N","N",15,18,33,164471,151172,-8.52455,52.6107
1883,"08419H","ARDPATRICK N S","KILLMALLOCK","CO LIMERICK","","","Limerick","CATHOLIC","N","N","N",38,33,71,164676,121387,-8.51837,52.343
1884,"08572P","BRUREE NATIONAL SCHOOL","BRUREE","CO LIMERICK","","","Limerick","CATHOLIC","N","N","N",84,77,161,155860,130313,-8.6489,52.4226
1885,"08926B","ST NICHOLAS CHURCH OF IRELAND SCHOO","ADARE","CO LIMERICK","","","Limerick","CHURCH OF IRELAND","N","N","N",32,32,64,146823,146503,-8.78433,52.5673
1886,"09132P","CARNANE MXD N S","FEDAMORE","KILMALLOCK","CO LIMERICK","","Limerick","CATHOLIC","N","N","N",45,33,78,160640,146771,-8.58058,52.5709
1887,"09296W","OUR LADYS ABBEY","SCOIL NA GCAILINI","ADARE","CO LIMERICK","","Limerick","CATHOLIC","N","N","N",0,126,126,146578,146252,-8.7879,52.565
1888,"09306W","CROOM NATIONAL SCHOOL","CROOM","CO LIMERICK","","","Limerick","CATHOLIC","N","N","N",78,69,147,151631,141256,-8.71266,52.5206
1889,"09401Q","MONOGAY NATIONAL SCHOOL","NEWCASTLEWEST","CO LIMERICK","","","Limerick","CATHOLIC","N","N","N",73,69,142,126020,130092,-9.08747,52.4174
1890,"09702H","ST JAMES N S","CAPPAGH","ASKEATON","CO LIMERICK","","Limerick","CATHOLIC","N","N","N",65,59,124,137042,145103,-8.92831,52.5537
1891,"09915B","MARTINSTOWN N S","KILLMALLOCK","CO LIMERICK","","","Limerick","CATHOLIC","N","N","N",36,30,66,167445,127366,-8.47831,52.397
1892,"09927I","GRANAGH NATIONAL SCHOOL","GRANAGH","KILMALLOCK","CO LIMERICK","","Limerick","CATHOLIC","N","N","N",45,24,69,148145,134427,-8.76295,52.4589
1893,"10929T","RATHKEALE N S 2","RATHKEALE","CO LIMERICK","","","Limerick","CHURCH OF IRELAND","N","N","N",11,14,25,135914,141195,-8.94418,52.5184
1894,"10991B","GARRYDOOLIS N S","PALLASAGREEN","CO LIMERICK","","","Limerick","CATHOLIC","N","N","N",15,21,36,177240,139649,-8.33524,52.5078
1895,"11280T","CARRICKERRY N S","ATHEA","CO LIMERICK","","","Limerick","CATHOLIC","N","N","N",27,18,45,122017,138471,-9.14825,52.4922
1896,"11307N","BALLYGUILTENANE N S","GLIN","CO LIMERICK","","","Limerick","CATHOLIC","N","N","N",18,19,37,112429,142164,-9.29036,52.5239
1897,"11422N","MAHOONAGH N S","CASTLEMAHON","LIMERICK","","","Limerick","CATHOLIC","N","N","N",98,85,183,131380,131480,-9.00897,52.4306
1898,"11809O","S N CNOCH A DEAGA","BALLYLANDERS","CO LIMERICK","","","Limerick","CATHOLIC","N","N","N",14,10,24,176695,119688,-8.34188,52.3284
1899,"11955C","COOLCAPPA N S","ARDAGH","CO LIMERICK","","","Limerick","CATHOLIC","N","N","N",21,18,39,130938,142063,-9.01766,52.5256
1900,"12368P","S N NAOMH PADRAIG","ABBEYFEALE","CO LIMERICK","","","Limerick","CATHOLIC","N","N","N",23,15,38,111549,130198,-9.30016,52.4162
1901,"12613C","GLENBROHANE N S","GARRYSPILLANE","KILLMALLOCK","CO LIMERICK","","Limerick","CATHOLIC","N","N","N",49,31,80,173649,126193,-8.38707,52.3867
1902,"12631E","PALLASKENRY N S","PALLASKENRY N S","CO LIMERICK","","","Limerick","CATHOLIC","N","N","N",88,72,160,141306,154574,-8.86712,52.6393
1903,"12975N","ST JOSEPHS CONVENT","NEWCASTLE WEST","CO LIMERICK","","","Limerick","CATHOLIC","N","N","N",2,230,232,128013,133417,-9.05889,52.4476
1904,"13026P","KILFINANE CONVENT PRIMARY SCHOOL","KILFINANE","CO LIMERICK","","","Limerick","CATHOLIC","N","N","N",73,73,146,167959,123230,-8.47037,52.3598
1905,"13459A","S N GALLBHAILE","GALBALLY","CO TIPPERARY","","","Limerick","CATHOLIC","N","N","N",60,62,122,179963,127553,-8.29441,52.3992
1906,"13790G","BULGADEN N S","BULGADEN","KILMALLOCK","CO LIMERICK","","Limerick","CATHOLIC","N","N","N",30,18,48,164210,130206,-8.52614,52.4223
1907,"14005M","KILTEELY N S","KILTEELY","CO LIMERICK","","","Limerick","CATHOLIC","N","N","N",12,13,25,172965,141121,-8.39833,52.5209
1908,"14067L","FEDAMORE N S","FEDAMORE","KILLMALLOCK","CO LIMERICK","","Limerick","CATHOLIC","N","N","N",18,13,31,158993,143899,-8.60452,52.545
1909,"14075K","S N MOLUA B","ARDAGH","CO LIMERICK","","","Limerick","CATHOLIC","N","N","N",58,52,110,127993,138988,-9.06039,52.4976
1910,"14231V","NICKER N S","NICKER","OLDPALLAS","CO LIMERICK","","Limerick","CATHOLIC","N","N","N",69,53,122,176592,145534,-8.3452,52.5607
1911,"14305B","BALLYLANDERS N S","KILMALLOCK","CO LIMERICK","","","Limerick","CATHOLIC","N","Y","N",56,65,121,176449,124373,-8.34582,52.3705
1912,"14409N","SCOIL NEASSAIN","MUNGRET","LIMERICK","","","Limerick","CATHOLIC","N","N","N",370,351,721,154794,153467,-8.66772,52.6306
1913,"14625T","DOON CONVENT N S","DOON","CO LIMERICK","","","Limerick","CATHOLIC","N","N","N",46,80,126,183579,150237,-8.2424,52.6032
1914,"15226K","CAHERLINE N S","CAHERLINE","CAHERCONLISH","CO LIMERICK","","Limerick","CATHOLIC","N","N","N",89,74,163,169251,146431,-8.45354,52.5684
1915,"15680J","SCOIL AN SPIORAID NAOMH","ROXBOROUGH","BALLYSHEEDY","CO LIMERICK","","Limerick","CATHOLIC","N","N","N",138,140,278,157706,150901,-8.62439,52.6078
1916,"15685T","ATHEA N SCHOOL","ATHEA","CO LIMERICK","","","Limerick","CATHOLIC","N","N","N",76,72,148,112710,135085,-9.28437,52.4603
1917,"15692Q","BILBOA N SCHOOL","BILBOA","CAPPAGHAMORE","CO LIMERICK","","Limerick","CATHOLIC","N","N","N",61,49,110,180350,153688,-8.29026,52.6341
1918,"15700M","CLOVERFIELD N S","CLOVERFIELD","DROMCHAOIN","CO LIMERICK","","Limerick","CATHOLIC","N","N","N",33,28,61,172523,145092,-8.40517,52.5565
1919,"16118M","DONOUGHMORE N S","DONOUGHMORE","LIMERICK","","","Limerick","CATHOLIC","N","N","N",115,93,208,160150,153776,-8.58865,52.6338
1920,"16237U","DROMTRASNA N S","ABBEYFEALE","CO LIMERICK","","","Limerick","CATHOLIC","N","N","N",81,73,154,114814,124363,-9.25069,52.3643
1921,"16239B","MEENKILLY N S","ABBEYFEALE","CO LIMERICK","","","Limerick","CATHOLIC","N","N","N",30,29,59,113952,121624,-9.26264,52.3396
1922,"16264A","ABBEYFEALE B N S 1","ABBEYFEALE","CO LIMERICK","","","Limerick","CATHOLIC","N","N","N",145,0,145,111404,126800,-9.30139,52.3857
1923,"16439J","SCOIL NA MBEARNAN","PALLASAGREEN","CO LIMERICK","","","Limerick","CATHOLIC","N","N","N",41,20,61,177661,142848,-8.32925,52.5366
1924,"16508C","SCOIL ATHAIN","LISNAGRY","CO LIMERICK","","","Limerick","CATHOLIC","N","N","N",92,94,186,167429,157546,-8.48151,52.6682
1925,"16712B","SCOIL NAOMH IOSAF","ADARE","CO LIMERICK","","","Limerick","CATHOLIC","N","N","N",133,0,133,146251,145703,-8.79264,52.5601
1926,"16713D","SCOIL NA MBRAITHRE","DOON","CO LIMERICK","","","Limerick","CATHOLIC","N","Y","N",58,0,58,183552,150523,-8.24281,52.6058
1927,"16764U","KILMEEDY N S","KILMEEDY","CO LIMERICK","","","Limerick","CATHOLIC","N","N","N",12,18,30,137615,129662,-8.91697,52.415
1928,"16896O","SCOIL NAOMH IDE","ATH NA FUINNSEOIGE","BEALACH CO LUIMNI","","","Limerick","CATHOLIC","N","N","N",10,11,21,127859,123711,-9.05907,52.3603
1929,"16913L","SCOIL NA NAOINEAN","EAS GEIPHTINE","CO LUIMNI","","","Limerick","CATHOLIC","N","N","N",51,44,95,133567,150316,-8.98058,52.6001
1930,"17060M","CONVENT OF MERCY N S","ABBEYFEALE","CO LIMERICK","","","Limerick","CATHOLIC","N","N","N",0,146,146,111824,126925,-9.29525,52.3869
1931,"17068F","SCOIL SEAN TSRAIDE","ATH DARA","CO LUIMNI","","","Limerick","CATHOLIC","N","N","N",69,77,146,143309,146991,-8.83624,52.5713
1932,"17076E","SCOIL MHUIRE","GLEANN RUADH","KILMALLOCK","CO LIMERICK","","Limerick","CATHOLIC","N","N","N",12,5,17,172189,118767,-8.4079,52.3199
1933,"17101A","SCOIL CRE CUMHRA","PATRICKS WELL","CO LIMERICK","","","Limerick","CATHOLIC","N","N","N",100,93,193,154629,147460,-8.66934,52.5766
1934,"17138A","SCOIL CILL COLMAIN","ARD ACHADH","CO LUIMNI","","","Limerick","CATHOLIC","N","N","N",56,52,108,126400,142918,-9.08471,52.5327
1935,"17155A","ATHLACCA N S","ATHLACCA","KILMALLOCK","CO LIMERICK","","Limerick","CATHOLIC","N","N","N",51,53,104,156091,134100,-8.64601,52.4567
1936,"17184H","OOLA NATIONAL SCHOOL","OOLA","TIPPERARY","","","Limerick","CATHOLIC","N","N","N",56,37,93,182289,142278,-8.26101,52.5317
1937,"17212J","SCOIL NAIS CNOC AINE","CNOC AINE","OSPUIDEAL","CO LUIMNI","","Limerick","CATHOLIC","N","N","N",57,63,120,167869,135697,-8.47288,52.4719
1938,"17298W","KILBEHENNY N S","KILBEHENNY","MITCHELSTOWN","CO CORK","","Limerick","CATHOLIC","N","N","N",22,27,49,185218,116463,-8.21671,52.2997
1939,"17299B","SCOIL MHUIRE","EFFIN","KILLMALLOCK","CO LIMERICK","","Limerick","CATHOLIC","N","N","N",51,66,117,158603,121949,-8.60755,52.3477
1940,"17364J","SCOIL BAILE AN AIRD","BAILE AN AIRD","KILMALLOCK","CO LIMERICK","","Limerick","CATHOLIC","N","N","N",48,51,99,168219,140642,-8.46821,52.5163
1941,"17438M","SHANAGOLDEN N S","SHANAGOLDEN","CO LIMERICK","","","Limerick","CATHOLIC","N","N","N",69,76,145,125854,146769,-9.09362,52.5673
1942,"17487C","SCOIL NAIS CATHAIR CHINN LIS","CATHAIRCINNLIS","CAHERCONLISH","CO LIMERICK","","Limerick","CATHOLIC","N","N","N",56,54,110,167747,149269,-8.476,52.5938
1943,"17593B","SCOIL NAOMH MHUIRE","CNOC UI COILEAIN","ABBEYFEALE","CO LIMERICK","","Limerick","CATHOLIC","N","Y","N",14,15,29,117686,119553,-9.20736,52.3215
